,p,x,y,Pd,Pt,Ru
301,302,-9.0,31.5,0.06327224488572558,0.4416156426437393,0.49511211247053516
302,303,-4.5,31.5,0.06312932846062332,0.4074975554317508,0.5293731161076259
303,304,0.0,31.5,0.0629864126313229,0.37337961045407325,0.5636339769146038
304,305,4.5,31.5,0.06284349739782058,0.3392618077098173,0.5978946948923622
305,306,9.0,31.5,0.06270058276011266,0.3051441471980933,0.632155270041794
306,307,13.5,31.5,0.06255766871819542,0.27102662891801205,0.6664157023637926
307,308,18.0,31.5,0.0624147552720651,0.23690925286868406,0.7006759918592509
308,309,22.5,31.5,0.062271842421718,0.20279201904921984,0.7349361385290621
309,310,27.0,31.5,0.062128930167150404,0.16867492745873008,0.7691961423741196
310,311,31.5,31.5,0.061986018508358554,0.13455797809632541,0.8034560033953161
311,312,-27.0,36.0,0.04933440612687527,0.5804620139695322,0.37020357990359254
312,313,-22.5,36.0,0.049191517204326476,0.5463432672060284,0.4044652155896451
313,314,-18.0,36.0,0.04904862887747132,0.5122246626811283,0.43872670844140044
314,315,-13.5,36.0,0.04890574114630608,0.47810620039394225,0.4729880584597517
315,316,-9.0,36.0,0.04876285401082705,0.4439878803435809,0.5072492656455921
316,317,-4.5,36.0,0.0486199674710305,0.40986970252915467,0.5415103299998149
317,318,0.0,36.0,0.048477081526912685,0.37575166694977424,0.5757712515233131
318,319,4.5,36.0,0.0483341961784699,0.3416337736045501,0.6100320302169799
319,320,9.0,36.0,0.04819131142569843,0.30751602249259286,0.6442926660817087
320,321,13.5,36.0,0.04804842726859451,0.2733984136130131,0.6785531591183924
321,322,18.0,36.0,0.04790554370715446,0.23928094696492128,0.7128135093279242
322,323,22.5,36.0,0.047762660741374544,0.20516362254742815,0.7470737167111973
323,324,27.0,36.0,0.04761977837125101,0.17104644035964417,0.7813337812691048
324,325,-22.5,40.5,0.03468196381633635,0.548715788630671,0.4166022475529926
325,326,-18.0,40.5,0.03453910537545812,0.5145970935006489,0.4508638011238929
326,327,-13.5,40.5,0.03439624753014673,0.48047854060907574,0.48512521186077756
327,328,-9.0,40.5,0.034253390280398435,0.4463601299550621,0.5193864797645394
328,329,-4.5,40.5,0.03411053362620952,0.41224186153771836,0.5536476048360721
329,330,0.0,40.5,0.033967677567576265,0.37812373535615534,0.5879085870762684
330,331,4.5,40.5,0.03382482210449491,0.3440057514094833,0.6221694264860218
331,332,9.0,40.5,0.03368196723696179,0.30988790969681296,0.6564301230662253
332,333,13.5,40.5,0.03353911296497316,0.27577021021725495,0.6906906768177719
333,334,18.0,40.5,0.03339625928852528,0.24165265296991967,0.724951087741555
334,335,22.5,40.5,0.03325340620761444,0.2075352379539178,0.7592113558384678
335,336,-13.5,45.0,0.01988668105760662,0.48285089273641835,0.497262426205975
336,337,-9.0,45.0,0.019743853693890995,0.44873239147827265,0.5315237548278364
337,338,-4.5,45.0,0.01960102692561165,0.4146140324575317,0.5657849406168567
338,339,0.0,45.0,0.01945820075276484,0.38049581567330615,0.600045983573929
339,340,4.5,45.0,0.019315375175346892,0.34637774112470654,0.6343068836999466
340,341,9.0,45.0,0.019172550193354055,0.3122598088108434,0.6685676409958026
341,342,13.5,45.0,0.019029725806782603,0.2781420187308273,0.7028282554623901
